Sr. No.,Part,Source,HSNCode,Part Description,Model,USD PRICE
365,1203986,O,87089900,TRANSMISSION PLANETARY X,ASTRA,72.41
366,1203998,O,87089900,GEAR DRIVE ASM STARTER,ASTRA,37.85
367,1204146,O,87089900,ALTERNATOR ASM 120AMP,ASTRA,598.70
368,1204230,O,87089900,REGULATOR ASSY ALTERNATOR BOSCH,VECTRA,89.52
369,1204270,O,87089900,REGULATOR ASSY,ASTRA,55.09
370,1204271,O,87089900,REGULATOR ASM,ASTRA,77.09
371,1204288,O,87089900,REGULATOR ASSY GOVERNOR,ASTRA,55.27
372,1204382,O,87089900,PULLEY ALTERNATOR,ASTRA,16.01
373,1204401,O,87089900,PULLEY ALTERNATOR,ASTRA,14.81
374,1204448,O,87089900,FAN ALTERNATOR,ASTRA,7.68
375,1204806,O,87089900,NUT PULLEY RETAINING,ASTRA,1.61
376,1204970,O,,BRACKET ALTERNATOR,Undefined,7.52
377,1205559,O,87089900,DIODE PLATE ALTERNATOR BOSCH,VECTRA,61.55
378,1205840,O,87089900,STRAP CABLE TO STARTER 500 MM,ASTRA,2.99
379,1205901,O,87089900,CAP PROTECTING ALTERNATOR REAR,ASTRA,7.41
380,1206040,O,87089900,HOUSING W BEARING FRT END,ASTRA,49.89
381,1206358,O,87089900,BEARING ALTERNATOR RR,ASTRA,16.01
382,1206390,O,87089900,RING ALTERNATOR BEARING RR,ASTRA,1.73
383,1206392,O,87089900,RING ALTERNATOR BRG RR,ASTRA,1.37
384,C90555417,O,87089900,RESERVOIR ASM FRONT RHD,ASTRA,2.38
385,C90555500,O,87089900,CROSSMEMBER RADIATOR,ASTRA,5.16
386,C90555595,O,87089900,ANGLE FENDER,ASTRA,0.07
387,C90555623,O,87089900,BRACKET FRT PANEL SIDE LH,ASTRA,1.11
388,C90555644,O,87089900,BRACKET SIDE PANEL FRT END,ASTRA,3.57
389,C90555890,O,87089900,PROTV SHIELD,ASTRA,21.26
390,C90555896,O,87089900,PIPE A REAR BRAKE RR LH,ASTRA,2.85
391,C90555897,O,87089900,HANDLE A OUTER DOOR LH,ASTRA,1.78
392,C90555970,O,87089900,BRACKET A LWR CTR INST PNL,ASTRA,0.49
393,C90556296,O,87089900,HOSE,ASTRA,1.37
394,C90556297,O,87089900,HOSE,ASTRA,0.59
395,C90556298,O,87089900,HOSE FOR VENTILATION TANK FU,ASTRA,1.16
396,C90556309,O,87089900,HOSE 2 6MM IDX450MM VACUUM,ASTRA,0.20
397,C90556686,O,87089900,DEFOGGER GLASS RR,ASTRA,43.96
398,C90556687,O,87089900,POWER ANTENNA,ASTRA,61.72
399,C90556688,O,87089900,INSTRUMENT A KM TACHOMETER,ASTRA,96.77
400,C90556699,O,87089900,AXLE SHAFT A FRT WHL DRIVE LH,ASTRA,159.70
401,C90556700,O,87089900,AXLE SHAFT A FRT WHL DRIVE RH,ASTRA,167.69
402,C90556702,O,87089900,PIPE EXHAUST FRT C CONVERT NZ,ASTRA,23.52
403,C90556703,O,87089900,INTERPIECE A1 PIPE EXHAUST NZ,ASTRA,19.04
404,C90556724,O,87089900,NAME PLATE GL,ASTRA,0.90
405,C90556867,O,87089900,PIPE A VACUUM,ASTRA,1.01
406,C90557140,O,87089900,SPEEDO CABLE 16NZR,ASTRA,18.46
407,C90557387,O,87089900,CAR STEREO 400 PHILIPS DC 39,ASTRA,157.41
408,C90557400,O,87089900,FUEL ADDITIVE,ASTRA,0.20
409,C90557401,O,87089900,NON POLLUTING STICKER,CORSA,0.42
410,C90557418,O,87089900,COMPRESSOR SD7H15 X17DTL DV,ASTRA,320.00
411,C90557419,O,87089900,CONDENSOR A,ASTRA,110.30
412,C90557617,O,87089900,NAME PLATE CLUB MY2000 DICKY,ASTRA,0.85
413,C90557618,O,87089900,TRIM A FRONT DOOR LH,ASTRA,64.74
414,C90557620,O,87089900,TRIM A REAR DOOR LH,ASTRA,72.51
415,C90557632,O,87089900,WIRING HARNESS FRONT DOOR RH,ASTRA,24.73
416,C90557635,O,87089900,WIRING HARNESS A INST PANEL,ASTRA,168.61
417,C90557637,O,87089900,WIRING HARNESS INSTRUMENT,ASTRA,181.11
418,C90557649,O,87089900,NAME PLATE ASTRA MY2000,ASTRA,0.95
419,C90557654,O,87089900,WHEEL CAP,ASTRA,4.20
420,C90557656,O,87089900,FRONT TURN SIGNAL LH AMBER,ASTRA,5.36
421,C90557659,O,87089900,SAFETY WARNING TRIANGLE,ASTRA,1.79
422,C90557674,O,87089900,CENTER PART A1 INST PANEL,ASTRA,53.19
423,718301,O,87089900,GEAR FOURTH SPEED 37 TEETH,ASTRA,193.90
424,718400,O,87089900,GEAR,ASTRA,235.81
425,718409,O,87089900,CLUTCH HUB ASM THIRD,ASTRA,192.47
426,718411,O,87089900,CLUTCH AND HUB ASSY FIFTH,ASTRA,353.80
427,718683,O,87089900,WASHER THRUST,ASTRA,2.92
428,718714,O,87089900,RING INTERMEDIATE 1 2 GEAR,ASTRA,20.35
429,718737,O,87089900,RING SNAP,ASTRA,2.41
430,718741,O,87089900,RING SNAP 35 X 1 75 MM,ASTRA,0.88
431,718890,O,87089900,CONE SYNCHRONISER INR FIRST,ASTRA,34.87
432,718939,O,87089900,SPRING SYNCHRONISER,ASTRA,0.78
433,718948,O,87089900,SPRING SYNCHRONISER,ASTRA,0.52
434,718986,O,87089900,CONE SYNCHRONIZER THIRD AND FOUR,ASTRA,26.36
435,718992,O,87089900,CONE SYNCHRONISER THRID FOURTH,ASTRA,26.36
436,720162,O,87089900,BEARING NEEDLE MAINSHAFT,ASTRA,10.29
437,720556,O,87089900,BEARING NEEDLE SECOND GEAR SPD,ASTRA,6.24
438,720567,O,87089900,BEARING NEEDLE,ASTRA,45.67
439,720569,O,87089900,BEARING NEEDLE 33 X 52 X 2 MM,ASTRA,28.76
440,7208156,O,87089900,COVER INSTRUMENT PANEL OTR RH,VECTRA,3.69
441,7209458,O,87089900,MOULDING INSTRUMENT PANEL RH R,VECTRA,9.88
442,721302,O,87089900,BEARING SUN GEAR,ASTRA,6.82
443,7232247,O,87089900,TRIM ASM F D RH GREY,VECTRA,283.64
444,7232268,O,87089900,TRIM ASM R D RH BEIGE,VECTRA,296.31
445,7232280,O,87089900,TRIM ASM R D RH GREY,VECTRA,302.17
446,7233751,O,87089900,TRIM ASSY FRONT DOOR LH BEIGE,VECTRA,255.29
447,7233753,O,87089900,TRIM ASSY FRONT DOOR LH GREY,VECTRA,219.34
448,7234606,O,87089900,TRIM ASSY FRONT DOOR RH BEIGE,VECTRA,257.11
449,7234608,O,87089900,TRIM ASSY FRONT DOOR RH GREY,VECTRA,231.88
450,7234640,O,87089900,TRIM ASSY REAR DOOR RH ANTHRACITE,VECTRA,259.88
451,724632,O,87089900,CAP 22 4 MM OD FOR CLOSING,ASTRA,1.30
452,7261172,O,87089900,HEAD RESTRAINT ASSY OUTER CASHMERE,VECTRA,101.38
453,7261174,O,87089900,HEAD RESTRAINT ASSY OUTER STEEL GREY,VECTRA,101.38
454,7261727,O,87089900,SLEEVE GUIDE WITH RELEASE OUTER ANTHRA,VECTRA,8.71
455,7261735,O,87089900,SLEEVE GUIDE WITH RELEASE CENTRE ANTRA,VECTRA,8.71
456,7261741,O,87089900,SLEEVE GUIDE FRONT HEAD RESTRAIN CASH,VECTRA,8.71
457,1006795,O,87089900,COVER WHEEL HUB FOR 5 1 2J X,ASTRA,46.61
458,1006872,O,87089900,COVER WHEEL HUB CORSA,CORSA,24.03
459,1008208,O,87089900,CAP BLANKING SCREW HEX HD ALL,VECTRA,2.00
460,1010715,O,87089900,VALVE TYRE SET W SEAL,VECTRA,1.41
461,1012330,O,87089900,WEIGHT ASSY 15 GRAMS,ASTRA,2.12
462,1012332,O,87089900,WEIGHT 25 GRAM WHL BAL SPORTS,CORSA,2.99
463,1012335,O,87089900,WEIGHT ASM 40 GRAMS,ASTRA,3.30
464,1012344,O,87089900,WEIGHT ASSY 50 GRAMS,ASTRA,1.91
465,1012356,O,87089900,BALANCE WEIGHT A 5 GRAMS,ASTRA,1.30
466,1012362,O,87089900,BALANCE WEIGHT A 50 GRAMS,ASTRA,2.79
467,1012369,O,87089900,WEIGHT ADH,ASTRA,2.12
468,1012370,O,87089900,WEIGHT ADH,ASTRA,2.24
469,1012372,O,87089900,WEIGHT ASSY 30 GRAMS SPORTS,ASTRA,3.51
470,1012381,O,87089900,WEIGHT ASM WHEEL BAL 10GM,ASTRA,1.30
471,1012384,O,87089900,WEIGHT ASM WHEEL BAL 40 GRAM,ASTRA,2.57
472,1012386,O,87089900,WEIGHT ASM WHEEL BAL 60GM,ASTRA,3.05
473,1012431,O,87089900,WEIGHT,ASTRA,2.12
474,1012433,O,87089900,WEIGHT 25 GRAM WHEEL BAL,CORSA,2.99
475,1012437,O,87089900,WEIGHT,VECTRA,3.16
476,1012444,O,87089900,WEIGHT ASM WHEEL BAL 20GM,ASTRA,1.69
477,1012450,O,87089900,WEIGHT ASM WHEEL BAL 50GM,ASTRA,2.79
478,102170,O,87089900,PANEL DASH UPR,ASTRA,375.21
479,102177,O,87089900,PANEL DASH UPPER RHD FOR A C,CORSA,303.14
480,102553,O,87089900,PANEL FRT PILLAR INR LH,ASTRA,56.33
481,102659,O,87089900,RAIL WINDSHEILD HEADER,ASTRA,31.56
482,102901,O,87089900,PLUG 1 5 3 MM,ASTRA,0.40
483,103653,O,87089900,WEATHER STRIP DASH PNL,ASTRA,7.60
484,104505,O,87089900,SUPPORT PEDAL DASH PANEL RHD,ASTRA,24.24
485,104507,O,87089900,SUPPORT PEDAL DASH PANEL RHD,ASTRA,32.32
486,107320,O,87089900,INSULATION DISTR HSG A C,ASTRA,36.33
487,107458,O,87089900,INSULATION C PILLAR RH,ASTRA,7.56
488,107840,O,87089900,PUSH BUTTON,ASTRA,0.27
489,107843,O,87089900,BRACKET LWR INSULATOR TO,ASTRA,1.47
490,108473,O,87089900,PIN LOC WINDSHIELD LH,ASTRA,1.07
491,108475,O,87089900,PIN LOC WIND SCR,ASTRA,0.53
492,C90557890,O,87089900,ALLOY WHEEL A 5 5 JX14 CLUB,ASTRA,119.84
493,C90557891,O,87089900,UPPER PART TANK FUEL,ASTRA,30.46
494,C90557912,O,87089900,ENGINE WIRING HARNESS,ASTRA,24.89
495,C90566812,O,87089900,ANTENNA ROD,ASTRA,28.14
496,C90571832R,O,87089900,CATALYTIC CONVERTOR 16NZR,ASTRA,70.19
497,C90573607,O,87089900,HOSE CLAMP,ASTRA,1.12
498,C9115013,O,87089900,STICKER ADVANTAGE,ASTRA,2.25
499,C9126587,O,87089900,TRANSMISSION ASM X17DTL,ASTRA,3538.49
500,C9131517,O,87089900,WIRING HARNESS BODY SHELL,ASTRA,246.81
501,C9131519,O,87089900,WIRING HARNESS A I P X17DTL,ASTRA,165.15
502,C9132289,O,87089900,AC ADAPTOR CABLE,ASTRA,3.52
503,C9202979,O,87089900,HOSE COOLANT,ASTRA,34.88
504,C9202982,O,87089900,COOLANT HOSE,ASTRA,1.98
505,C92059410,O,87089900,ALTERNATOR ASM 120 AMP,VECTRA,415.31
506,C92083629,O,87089900,WINDOW RR WITH DEFOGGER,Undefined,37.45
507,C92089436,O,87089900,CONNECTOR FUEL,ASTRA,2.54
508,C92092092,O,87089900,BRACKET FOR ANTENNA,CORSA,0.38
509,C92093564,O,87089900,COMPRESSOR A,ASTRA,226.23
510,C92125126,O,87089900,FM MODULATOR MMP 3676,ASTRA,51.77
511,C92167405,O,87089900,ACTUATOR ASM R CMPT LID CORS,CORSA,12.17
512,C9279238,O,,STRAP,ASTRA,0.00
513,C93284280,O,87089900,FASCIA ASM FRT BUMPER,Undefined,37.92
514,C93291769,O,87089900,LAMP ASM FRONT FOG LH,CORSA,47.45
515,C93291770,O,87089900,LAMP ASM FRONT FOG,CORSA,47.46
516,C93293780,O,87089900,MIRROR ASM,ASTRA,19.47
517,C981019,O,87089900,BRACKET POWER STRG PUMP FRT,ASTRA,14.19
518,C981021,O,87089900,IDLER PULLY PIN DV,ASTRA,3.62
519,C981022,O,87089900,TENSIONER ALU ECENTRIC DV,ASTRA,7.39
520,C981023,O,87089900,ALLEN HEAD BOLT DV,ASTRA,9.52
521,C981038,O,87089900,BRACKET DV,ASTRA,10.09
522,C981039,O,87089900,BRACKET DV,ASTRA,6.53
523,C981040,O,87089900,HEXAGONAL BOLT DV,ASTRA,0.36
524,C981041,O,87089900,WASHER DV,ASTRA,0.17
525,C981042,O,87089900,HOUSING FOR TEMP SWITCH DV,ASTRA,24.71
526,C981043,O,87089900,FILTER RECE DRIER DESICATR DV,ASTRA,30.04
527,C981051,O,87089900,NO FROST PROBE DV,ASTRA,34.85
528,C981052,O,87089900,RADIATOR PLUG THREADED DV,ASTRA,3.03
529,C981066,O,87089900,COVER FOGLAMP CUTOUT RH,ASTRA,0.62
530,C981067,O,87089900,COVER FOGLAMP CUTOUT LH,ASTRA,0.62
531,C981068,O,87089900,NAMEPLATE A TURBO,ASTRA,1.37
532,C981083,O,87089900,WIRING HARNESS A FRT DOOR,ASTRA,30.46
533,C981084,O,87089900,WIRING HARNESS A FRT LH,ASTRA,20.67
534,C981098PA,O,87089900,SET CD CHANGER CDC2,ASTRA,428.03
535,C981099,O,87089900,SLIDER A HEIGHT ADJUSTER WO,ASTRA,0.20
536,C981115,O,87089900,TUBE 57MM NOZZLE 185 70R 4 MR,ASTRA,7.04
537,C981117,O,87089900,KIT REAR MUD FLAPS,ASTRA,4.77
538,C981141,O,87089900,FOAM,ASTRA,0.14
539,C981180,O,87089900,HEAD LINER CLUB,ASTRA,51.36
540,C981270,O,87089900,BODY SHELL ASTRA CLUB PETROL,ASTRA,2384.22
541,C981285,O,87089900,ADVANCE WARNING TRIANGLE ASM,Undefined,6.62
542,C981291,O,87089900,BELT 13 X 851,ASTRA,6.74
543,C981292,O,87089900,TYRE 185 70 R14 88T ZVTS G2A MRF,ASTRA,37.21
544,CC93291770,O,87089900,LAMP ASM FRONT FOG,CORSA,47.46
545,CH46558,O,87089900,FRONT WHEEL BEARING RACEINSTALLER,SPARK,10.49
546,DS401,O,87089900,TORX BOLT WRENCH OPTRA,OPTRA PETROL,24.62
547,DT46551,O,87089900,CLUTCH CENTER GUIDE,SPARK,14.38
548,DT46612,O,87089900,BUSHING SEAL INSTALLER,SPARK,24.85
549,DT48229,O,87089900,INTERM SHAFT REMOVER,OPTRA PETROL,28.47
550,DT48230,O,87089900,DIFFERENTIAL BEARING SEAL INSTALLER,OPTRA PETROL,48.36
551,DT48231,O,87089900,INPUT AND OUTPUT SHAFT PUSHER PULLER,OPTRA PETROL,150.42
552,DW0992417810,O,87089900,FLY WHEEL HOLDER,SPARK,49.44
553,684065,O,87089900,BRACKET ENGINE FRONT MOUNTING,ASTRA,121.32
554,684283,O,87089900,BLOCK DAMPER FRT MOUNTING RH,ASTRA,51.59
555,684285,O,87089900,BLOCK DAMPER FRT MOUNTING LH,ASTRA,50.33
556,684508,O,87089900,SPACER RH,ASTRA,3.79
557,684629,O,87089900,WASHER 10 2 X 33X 3 5 MM,ASTRA,0.41
558,684684,O,87089900,BUSH HYDRO FRT MOUNTING LH,VECTRA,69.21
559,684794,O,87089900,BRACKET ENG FRT MT,CORSA,73.72
560,684805,O,87089900,BRACKET,ASTRA,41.93
561,6850483,O,87089900,PIPE LIQUIE REFRIGERANT CONDERSOR,VECTRA,107.66
562,C90557675,O,87089900,HOUSING A NOZZLE OUTER,ASTRA,5.68
563,C90557676,O,87089900,SWITCH BOARD,ASTRA,17.53
564,C90557684,O,87089900,RELAY ASM FOG LAMP RR,ASTRA,1.35
565,C90557686,O,87089900,STICKER BHARAT STAGE II,ASTRA,0.27
566,C90557687,O,87089900,STEERING WHEEL A OPTIONAL,ASTRA,82.96
567,C90557698,O,87089900,DOOR TRIM R RH MY01GL GLI CLUB,ASTRA,81.62
568,C90557700,O,87089900,SEAT BELT A REAR RH,ASTRA,12.91
569,C90557810,O,87089900,WIRING HARNESS A INST PANEL,ASTRA,193.93
570,C90557864,O,87089900,TYRES 185 70 R14 87 S,ASTRA,30.64
571,C90557869,O,87089900,TRIM RR DOOR LH,ASTRA,73.97
572,C90557889,O,87089900,SEAL RING FILLER FLAP,ASTRA,0.28
573,C90557907,O,87089900,STRUT ASM X17DTL SET,ASTRA,549.61
574,C90560185,O,87089900,REAR DOOR A IN WHITE LH,ASTRA,302.78
575,C90560186,O,87089900,REAR DOOR A IN WHITE RH,ASTRA,295.17
576,C90570255,O,87089900,HEATER VALVE A1 FAM2,ASTRA,43.24
577,C90571832,O,87089900,CATALYTIC CONVERTOR 16 NZ,ASTRA,140.33
578,C90578331,O,,ENGINE. A1 WITH TRANS. (FAM I),ASTRA,0.00
579,C90589937,O,87089900,PIPE A VACCUM,ASTRA,4.62
580,C9131514,O,87089900,WIRING HARNESS A ENGINE,ASTRA,231.30
581,C9131520,O,87089900,WIRING HARNESS A I P X17DTL F,ASTRA,216.91
582,C9158940,O,87089900,TORSIONAL DAMPER,ASTRA,34.69
583,C9202261,O,87089900,ENGINE X17DTL,ASTRA,6639.89
584,C92063488,O,87089900,ENGINE ASM LZ PROV,ASTRA,4035.19
585,C92086788,O,87089900,EMBLEM ASM L GATE 1 6,Undefined,0.88
586,C92086790,O,87089900,NAME PLATE GL,CORSA,0.63
587,C92091862,O,87089900,COOLENT PIPE,ASTRA,9.82
588,C92095946,O,87089900,PIPE ASM EXHAUST,ASTRA,30.44
589,C92125128,O,87089900,REVERSE PARKING AID PA2000,ASTRA,238.20
590,C93228161,O,87089900,FASCIA ASM RR BUMPER PRIMER,CORSA,24.71
591,C93281101,O,87089900,HOOD ASM,CORSA,102.55
592,C93317738,O,87089900,DOOR ASM RR SI RH WITH EXTRA,CORSA,193.36
593,C93591001,O,87089900,REAR BUMPER,ASTRA,180.24
594,C93591728,O,87089900,ALLOY WHEELS 6 SPOCK VALUE PA,ASTRA,132.98
595,C93595989,O,87089900,ALLOY WHEEL WORLD CUP 6 SPOK,ASTRA,166.76
596,C951547,O,87089900,PIPE RET STRG GEAR TO HOSE,ASTRA,9.20
597,C981001,O,87089900,CAR WATCH VEH SECURITY SYSTE,ASTRA,147.86
598,C981004,O,87089900,COVER FRAME RECEIVER,ASTRA,0.47
599,C981017,O,87089900,COMPRESSOR TIE ROD DV,ASTRA,12.75
600,C981018,O,87089900,BRACKET POWER STRG PUMP RR,ASTRA,22.49
601,C981024,O,87089900,HEXAGONAL BOLT DV,ASTRA,1.89
602,C981029,O,87089900,WASHER PLAIN DV,ASTRA,0.17
603,C981030,O,87089900,HEXAGONAL BOLT DV,ASTRA,0.83
604,C981031,O,87089900,WASHER PLAIN DV,ASTRA,0.36
605,C981033,O,87089900,BELT CONN CRANKSHAFT 13X835 D,ASTRA,6.74
606,C981036,O,87089900,CLAMP DV,ASTRA,1.28
607,C981048,O,87089900,HOSE D E DV,ASTRA,79.68
608,C981075,O,87089900,MUFFLER A1 RR EXHAUST,ASTRA,90.88
609,C981091,O,87089900,CAP A WHEEL FOR ALLOY 5 SPOKE,ASTRA,3.99
610,C981098IN,O,87089900,CD CHANGER CDC2,ASTRA,429.52
611,C981129,O,87089900,COVER SURGE TANK,ASTRA,0.48
612,C981147,O,87089900,SUNBLIND OPEL 100,ASTRA,43.79
613,C981148,O,87089900,MIRROR PLATE ASM LH,ASTRA,15.44
614,C981149,O,87089900,MIRROR PLATE ASM RH,ASTRA,29.04
615,C981152,O,87089900,SPOILER KIT OPEL 100,ASTRA,356.00
616,C981162,O,87089900,SLING KIT,ASTRA,1.14
617,C981176,O,87089900,CHROME TIP EXHAUST FOR DIESEL,ASTRA,2.03
618,C981192,O,87089900,GRILLE A RADIATOR WO WEATHERS,ASTRA,60.21
619,C981200,O,87089900,PANEL RR LOWER W REINF,ASTRA,70.76
620,C986169,O,87089900,OPEL OWNER S MANUAL,ASTRA,2.93
621,C986170,O,87089900,OPEL SERVICE BOOKLET,ASTRA,0.77
622,CB-96-0060,O,87089900,CABLE MAIN SCAN 100,OPTRA PETROL,190.82
623,CH001,O,,SIDE VISOR FORESTER,Undefined,0.00
624,2036012,O,87089900,SCREW OVAL SHEET HD 4 2 X 16,ASTRA,0.23
625,2036013,O,87089900,SCREW SELF TAP 4 8 X 43,ASTRA,0.23
626,2036206,O,87089900,SCREW SELF TAP 4 2 X,ASTRA,0.19
627,2036217,O,87089900,SCREW SELF TAP 4 2X16,ASTRA,0.15
628,2036400,O,87089900,SCREW OVAL SHEET HD 5 5 X,ASTRA,0.17
629,2036804,O,87089900,SCREW OVAL HD 5 5 X 19 AIR,VECTRA,0.44
630,2036805,O,87089900,SCREW SELF TAP 4 8 X 9 5,ASTRA,0.19
631,2036810,O,87089900,SCREW,ASTRA,0.52
632,1101341,O,87089900,COVER PROTECTIVE FRT WING LH,VECTRA,22.11
633,1102000,O,87089900,WING FRONT RH,ASTRA,113.04
634,1102012,O,87089900,WING FRONT RH,ASTRA,119.89
635,1103124,O,,MOULDING PROTECTION,ASTRA,0.00
636,1103301,O,87089900,NAME PLATE DESIGN EDITION,CORSA,14.74
637,1110040,O,87089900,WHEELHOUSE FRONT RH WITH,ASTRA,126.12
638,1110050,O,87089900,WHEELHOUSE ASM FRONT LH RHD,ASTRA,179.91
639,1110055,O,87089900,WHEELHOUSE,ASTRA,200.77
640,1110200,O,87089900,WHEELHOUSE ASM FRONT RH RHD,ASTRA,149.77
641,1110882,O,87089900,BRACE WHEEL HOUSE RH,ASTRA,14.03
642,1121663,O,87089900,WHEELHOUSE RR INR LH,ASTRA,188.89
643,114082,O,87089900,LID INSTRUMENT PANEL BOX,ASTRA,73.52
644,114083,O,87089900,LID INSTRUMENT GREY,ASTRA,70.02
645,114485,O,87089900,BUMPER RUBBER INSTRUMENT PANEL,VECTRA,4.18
646,114493,O,87089900,BUMPER RUBBER INSTRUMENT PANEL,VECTRA,0.33
647,115318,O,87089900,PLATE BASE GREY,ASTRA,15.79
648,1160009,O,87089900,PANEL BONNET PRIMER,VECTRA,584.43
649,1160220,O,87089900,BONNET ASM,ASTRA,249.38
650,1160370,O,87089900,INSERT AIR INTAKE BONNET LH,ASTRA,16.15
651,1160471,O,87089900,HINGE BONNET PANEL LH,VECTRA,18.90
652,1160706,O,87089900,BUMPER RUBBER BONNET FRT,VECTRA,0.89
653,1160724,O,87089900,BUMPER RUBBER BONNET FRT,ASTRA,1.52
654,1160867,O,87089900,WASHER 7 X 21 X 1 MM INSERT,ASTRA,0.67
655,1162488,O,87089900,FASTENER,ASTRA,0.72
656,1178529,O,87089900,CLAMP BOWDEN CABLE LK HOOD,ASTRA,0.59
657,1178533,O,87089900,SPIGOT,ASTRA,6.02
658,1178535,O,87089900,SPRING CATCH LOCK HOOD,ASTRA,1.66
659,1180103,O,87089900,SEAT ROD HOOD HOLD OPEN,ASTRA,1.04
660,1180215,O,87089900,BRACKET ROD HOOD HOLD OPEN,ASTRA,1.68
661,1188303,O,87089900,CLAMP NUT 5 5,ASTRA,1.24
662,120031,O,87089900,PANEL FRONT PILLAR OTR RH,ASTRA,206.66
663,120071,O,87089900,PANEL FRONT PILLAR OUTER LH,ASTRA,282.02
664,120072,O,87089900,PANEL FRT PILLAR OTR RH,ASTRA,282.02
665,1202142,O,87089900,STARTER ASSY VALEO,ASTRA,509.92
666,1203047,O,87089900,REPAIR KIT FOR VALEO D6RA62,ASTRA,13.07
667,1203050,O,87089900,SET BRUSH W HOLDER STARTER,ASTRA,74.60
668,1203185,O,87089900,GEAR DRIVE ASM,ASTRA,45.92
669,1203204,O,87089900,BUSH DRIVE PINION FOR BOSCH 00011074,ASTRA,1.20
670,1203206,O,87089900,BUSH DRIVE PINION FOR BOSCH 00011074,ASTRA,0.91
671,1203237,O,87089900,SET BUSHES,ASTRA,2.46
672,1203995,O,87089900,GEAR DRIVE ASM STARTER 16NZR,ASTRA,217.20
673,1204108,O,87089900,ALTERNATOR ASM 12V 70AMP,ASTRA,562.73
674,1204330,O,87089900,ALTERNATOR ASM 12V 70 AMP,ASTRA,360.92
675,1204387,O,87089900,PULLEY ALTERNATOR,ASTRA,21.73
676,1204699,O,87089900,BRACKET ALTERNATER,ASTRA,10.18
677,1204707,O,87089900,SHACKLE,ASTRA,8.70
678,1204852,O,87089900,COLLAR FRONT,ASTRA,3.09
679,1205575,O,87089900,DIODE PLATE,ASTRA,105.73
680,1205844,O,87089900,SUPPORT ALTERNATER,ASTRA,2.83
681,1206041,O,87089900,HOUSING WITH BEARING FRONT,ASTRA,76.69
682,1206357,O,87089900,BEARING ALTERNATOR FRT,ASTRA,22.17
683,1206910,O,87089900,SCREW REGULATOR FIXING,ASTRA,0.28
684,1206917,O,87089900,SCREW HSG FRT,ASTRA,1.40
685,1207042,O,87089900,MOTOR WINDOW REG FRONT RH,ASTRA,162.87
686,1207058,O,87089900,ACTUATOR ASM R CMPT LID LAT REL,CORSA,53.60
687,1207068,O,87089900,ACTUTATOR A CTR LOCKING,ASTRA,38.52
688,1207139,O,87089900,MOTOR ASM HEADLAMP,VECTRA,94.33
689,1207142,O,87089900,MOTOR LOCKING F D LH,ASTRA,52.45
690,1207196,O,87089900,MOTOR MIRROR ADJUSTMENT,VECTRA,56.58
691,1207198,O,87089900,MOTOR LOCKING FUEL FIL FLAP,VECTRA,38.21
692,1207331,O,87089900,ACTUTATOR A CENTRAL LOCKI,ASTRA,45.94
693,1207347,O,87089900,MOTOR ASSY HEAD LAMP LVL,CORSA,96.43
694,1207365,O,87089900,ACTUATOR ASM F TNK FILLER DOOR LOCK,CORSA,70.20
695,12077864,O,87089900,RELAY A C BLAZER,TRAILBLAZER,53.40
696,1207905,O,87089900,SCREW MOTOR TO DOOR,ASTRA,0.93
697,1208063,O,87089900,COIL IGNITION FAMILY 1,ASTRA,234.37
698,1208551,O,87089900,MODULE IGNITION CONTROL UNIT,VECTRA,294.74
699,C90555382,O,87089900,COVER A FUSE BOX,ASTRA,0.78
700,C90555389,O,87089900,HANDLE ASSY ASSIST FRONT,ASTRA,14.13
701,C90555516,O,87089900,CROSS MEMBER FRT PANEL,ASTRA,13.98
702,6850484,O,87089900,PIPE LIQ REFEREGENT COMP COMP,VECTRA,211.87
703,6850512,O,87089900,SENSOR REFRIGERANT PRESSURE,VECTRA,81.29
704,6850595,O,87089900,PIPE LIQUID REFRIGERANT EVAPO,VECTRA,178.19
705,7001090-IN,O,,TECH 2   GM INTERNATIONAL VALUE KIT,VECTRA,4377.60
706,700706,O,87089900,TRANSMISSION Z F1,ASTRA,2431.47
707,702149,O,87089900,CASE ASM FRT,ASTRA,395.97
708,702268,O,87089900,CAP,ASTRA,1.14
709,702551,O,87089900,PLUG MAGNET 10 X 10 MM,ASTRA,2.90
710,703500,O,87089900,COVER SIDE VALVE BODY,ASTRA,255.38
711,703585,O,87089900,GASKET GOVERNER,ASTRA,5.45
712,704056,O,87089900,GEAR BUSH ASM REVERSE,ASTRA,84.75
713,704059,O,87089900,GEAR AND BUSH ASSY REVERSE,CORSA,84.75
714,704168,O,87089900,GEAR BUSH ASM REVERSE,ASTRA,84.75
715,705484,O,87089900,SEAL RING PLUG SCREW,ASTRA,1.37
716,706521,O,87089900,PLATE TRANSMISSION MPFI ASTRA,ASTRA,2076.37
717,706803,O,87089900,SCREW HEX HD,ASTRA,1.30
718,706804,O,87089900,PIN STRAIGHT 10 X 20 MM,ASTRA,1.09
719,708014,O,87089900,BEARING,ASTRA,16.34
720,708101,O,87089900,GEAR,ASTRA,156.26
721,709254,O,87089900,BEARING HOUSING,ASTRA,19.12
722,711022,O,87089900,PLATE CLUTCH LESS FACING B 1,ASTRA,41.02
723,711023,O,87089900,WASHER THRUST,ASTRA,4.50
724,711418,O,87089900,PLATE CLUTCH W FACING,ASTRA,22.28
